index_copy,accuracy,difficulty_level,key_time,participant,probe_time,raw_angle,response_time,target_orientaion,target_time,trial,used_angle
0,1,0,2016-11-02 15:29:31.517,234,2016-11-02 15:29:30.144,20,1.373,319.028049361,2016-11-02 15:29:27.102,0,-19.9977997596
